1232.154,0.0
1540.1925,0.0
1848.231,0.0
2156.2695,0.0
2464.308,0.0
2772.3465,0.0
3080.385,0.0
3388.4235,0.0
3696.462,0.0
4004.5005,0.0
4312.539,0.0
4620.5775,0.0
4928.616,0.0
5236.6545,0.0
5544.693,0.0
5852.7315,0.0
6160.77,0.0
6468.8085,0.0
6776.847,0.0
1232.154,308.0385
1540.1925,308.0385
1848.231,308.0385
2156.2695,308.0385
2464.308,308.0385
2772.3465,308.0385
3080.385,308.0385
3388.4235,308.0385
3696.462,308.0385
4004.5005,308.0385
4312.539,308.0385
4620.5775,308.0385
4928.616,308.0385
5236.6545,308.0385
5544.693,308.0385
5852.7315,308.0385
6468.8085,308.0385
6776.847,308.0385
1232.154,616.077
1540.1925,616.077
1848.231,616.077
2156.2695,616.077
2464.308,616.077
2772.3465,616.077
3080.385,616.077
3388.4235,616.077
3696.462,616.077
4004.5005,616.077
4312.539,616.077
4620.5775,616.077
4928.616,616.077
5236.6545,616.077
5544.693,616.077
5852.7315,616.077
6160.77,616.077
6468.8085,616.077
6776.847,616.077
1232.154,924.1155
1540.1925,924.1155
1848.231,924.1155
2464.308,924.1155
2772.3465,924.1155
3080.385,924.1155
3388.4235,924.1155
3696.462,924.1155
4004.5005,924.1155
4620.5775,924.1155
4928.616,924.1155
5236.6545,924.1155
5544.693,924.1155
5852.7315,924.1155
6160.77,924.1155
6468.8085,924.1155
6776.847,924.1155
1232.154,1232.154
1540.1925,1232.154
1848.231,1232.154
2156.2695,1232.154
2464.308,1232.154
2772.3465,1232.154
3080.385,1232.154
3388.4235,1232.154
3696.462,1232.154
4004.5005,1232.154
4312.539,1232.154
4620.5775,1232.154
4928.616,1232.154
5236.6545,1232.154
5544.693,1232.154
5852.7315,1232.154
6160.77,1232.154
6468.8085,1232.154
6776.847,1232.154
1232.154,1540.1925
1540.1925,1540.1925
1848.231,1540.1925
2156.2695,1540.1925
2464.308,1540.1925
2772.3465,1540.1925
3080.385,1540.1925
3388.4235,1540.1925
3696.462,1540.1925
4004.5005,1540.1925
4312.539,1540.1925
4620.5775,1540.1925
4928.616,1540.1925
5544.693,1540.1925
6160.77,1540.1925
6468.8085,1540.1925
6776.847,1540.1925
1232.154,1848.231
1540.1925,1848.231
1848.231,1848.231
2156.2695,1848.231
2464.308,1848.231
2772.3465,1848.231
3080.385,1848.231
3388.4235,1848.231
3696.462,1848.231
4004.5005,1848.231
4312.539,1848.231
4620.5775,1848.231
4928.616,1848.231
5236.6545,1848.231
5544.693,1848.231
5852.7315,1848.231
6160.77,1848.231
6468.8085,1848.231
6776.847,1848.231
1232.154,2156.2695
1540.1925,2156.2695
1848.231,2156.2695
2156.2695,2156.2695
2464.308,2156.2695
2772.3465,2156.2695
3080.385,2156.2695
3388.4235,2156.2695
3696.462,2156.2695
4004.5005,2156.2695
4312.539,2156.2695
4620.5775,2156.2695
4928.616,2156.2695
5236.6545,2156.2695
5544.693,2156.2695
5852.7315,2156.2695
6468.8085,2156.2695
6776.847,2156.2695
0.0,2464.308
308.0385,2464.308
616.077,2464.308
924.1155,2464.308
